3.15625446154e-11	22.5	0.23996	2.483333	0.0
2.7069896948e-11	22.3967139983	0.23996	2.625	0.0
2.51541867965e-11	22.2946919541	0.23996	2.766667	0.0
2.01912415559e-11	22.1939273454	0.23996	2.908333	0.0
1.29734641011e-11	22.0944136786	0.23996	3.05	0.0
7.52439815478e-12	21.996144504	0.23996	3.191667	0.0
6.97191749509e-12	21.8991134001	0.23996	3.333333	0.0
1.19191293167e-11	21.8033139732	0.23996	3.475	0.0
2.10641594931e-11	21.7087398731	0.23996	3.616667	0.0
3.25143095659e-11	21.6153847771	0.23996	3.758333	0.0
4.4666510172e-11	21.52324239	0.23996	3.9	0.0
5.65120612425e-11	21.4323064593	0.23996	3.941667	0.0
3.59313834473e-11	22.5	0.23228	3.983333	0.0
2.8830121365e-11	22.4044539983	0.23228	4.025	0.0
2.82297536339e-11	22.3096160157	0.23228	4.066667	0.0
2.4839578433e-11	22.2154823988	0.23228	4.108333	0.0
1.78011272818e-11	22.1220495079	0.23228	4.15	0.0
1.04739348752e-11	22.0293137325	0.23228	4.191667	0.0
6.29902432188e-12	21.9372714754	0.23228	4.233333	0.0
6.84841614604e-12	21.8459191528	0.23228	4.275	0.0
1.18834962751e-11	21.75525321	0.23228	4.316667	0.0
2.0257395258e-11	21.6652701052	0.23228	4.358333	0.0
3.06388557358e-11	21.5759663097	0.23228	4.4	0.0
4.17596385517e-11	21.4873383236	0.23228	4.266667	0.0
4.20191261946e-11	22.5	0.23716	4.133333	0.0
3.43891369279e-11	22.4052279983	0.23716	4.0	0.0
3.35778444211e-11	22.3102570219	0.23716	3.866667	0.0
2.93509666517e-11	22.2150880974	0.23716	3.733333	0.0
2.09293238778e-11	22.1197222411	0.23716	3.6	0.0
1.24664863056e-11	22.0241604744	0.23716	3.466667	0.0
8.24757836075e-12	21.9284038081	0.23716	3.333333	0.0
1.02346079305e-11	21.8324532427	0.23716	3.2	0.0
1.80061797996e-11	21.736309784	0.23716	3.066667	0.0
2.98414820877e-11	21.6399744272	0.23716	2.933333	0.0
4.37295103728e-11	21.5434481575	0.23716	2.8	0.0
5.79191101876e-11	21.446731965	0.23716	2.891667	0.0
5.24941269181e-11	22.5	0.23408	2.983333	0.0
4.23748882405e-11	22.3992939983	0.23408	3.075	0.0
4.16361605476e-11	22.2995806413	0.23408	3.166667	0.0
3.71411240985e-11	22.200854807	0.23408	3.258333	0.0
2.75215124112e-11	22.1031113945	0.23408	3.35	0.0
1.71928330282e-11	22.0063453397	0.23408	3.441667	0.0
1.08334129224e-11	21.9105515995	0.23408	3.533333	0.0
1.06320790692e-11	21.8157251515	0.23408	3.625	0.0
1.63081621476e-11	21.7218610098	0.23408	3.716667	0.0
2.63378301374e-11	21.6289542087	0.23408	3.808333	0.0
3.89481346894e-11	21.5369998033	0.23408	3.9	0.0
5.24567575929e-11	21.4459928843	0.23408	3.716667	0.0
8.10977529151e-11	22.5	0.23948	3.533333	0.0
6.36694281629e-11	22.4021319984	0.23948	3.35	0.0
6.5187130416e-11	22.3038229973	0.23948	3.166667	0.0
6.18252387276e-11	22.2050752724	0.23948	2.983333	0.0
4.90762945288e-11	22.1058910823	0.23948	2.8	0.0
3.22497636849e-11	22.0062726844	0.23948	2.616667	0.0
1.87945613655e-11	21.9062223191	0.23948	2.433333	0.0
1.34511068434e-11	21.8057422102	0.23948	2.25	0.0
1.71961168063e-11	21.7048345804	0.23948	2.066667	0.0
2.84701852829e-11	21.6035016357	0.23948	1.883333	0.0
4.45708127337e-11	21.5017455656	0.23948	1.7	0.0
6.22939402876e-11	21.3995685585	0.23948	1.7	0.0
8.97733481396e-11	22.5	0.25108	1.7	0.0
7.09077009698e-11	22.3926720001	0.25108	1.7	0.0
7.08575522904e-11	22.2858978126	0.25108	1.7	0.0
6.44684404735e-11	22.17967458	0.25108	1.7	0.0
4.80293088428e-11	22.0739994592	0.25108	1.7	0.0
2.86667395442e-11	21.968869622	0.25108	1.7	0.0
1.50273400925e-11	21.8642822548	0.25108	1.7	0.0
1.17185764185e-11	21.7602345584	0.25108	1.7	0.0
1.87336922887e-11	21.6567237481	0.25108	1.7	0.0
3.3414548024e-11	21.5537470536	0.25108	1.7	0.0
5.21966571759e-11	21.4513017188	0.25108	1.7	0.0
7.12217546517e-11	21.349385002	0.25108	1.7	0.0
6.36939220689e-11	22.5	0.26568	1.7	0.0
5.37942974205e-11	22.3926720001	0.26568	1.7	0.0
5.0950506365e-11	22.2858978126	0.26568	1.7	0.0
4.30061734884e-11	22.1796745799	0.26568	1.7	0.0
3.04556625093e-11	22.0739994591	0.26568	1.7	0.0
2.01422776739e-11	21.968869622	0.26568	1.7	0.0
1.80812648161e-11	21.8642822547	0.26568	1.7	0.0
2.59606255604e-11	21.7602345583	0.26568	1.7	0.0
4.17082081982e-11	21.656723748	0.26568	1.7	0.0
6.17097207059e-11	21.5537470535	0.26568	1.7	0.0
8.25501365628e-11	21.4513017188	0.26568	1.7	0.0
1.01803096799e-10	21.349385002	0.26568	1.741667	0.0
1.21672798849e-11	22.5	0.25688	1.783333	0.0
9.91480652256e-12	22.3931019983	0.25688	1.825	0.0
8.08018805351e-12	22.286970592	0.25688	1.866667	0.0
4.79208975386e-12	22.1816018255	0.25688	1.908333	0.0
9.51281614329e-13	22.0769917583	0.25688	1.95	32.0
-1.39008867974e-12	21.9765732809	0.25688	1.991667	59.583332
-1.17563327311e-12	21.8798504143	0.25688	2.033333	87.166664
1.2888804151e-12	21.7868040842	0.25688	2.075	114.75
5.10440706173e-12	21.6974153251	0.25688	2.116667	142.333328
9.49847231812e-12	21.6116652632	0.25688	2.158333	169.916672
1.40430249006e-11	21.5295351193	0.25688	2.2	197.5
1.86063715285e-11	21.4510062181	0.25688	2.25	225.083328
4.7238110854e-10	22.5	0.21948	2.3	252.666672
3.47523860865e-10	22.422904401	0.21948	2.35	280.25
3.60274724842e-10	22.3494270646	0.21948	2.4	307.833344
3.57303825095e-10	22.2795493225	0.21948	2.45	335.416656
3.07072309141e-10	22.2132525971	0.21948	2.5	363.0
2.40154148962e-10	22.150518414	0.21948	2.55	381.916656
1.87036065723e-10	22.0903975881	0.21948	2.6	400.833344
1.6275040958e-10	22.0328766378	0.21948	2.65	419.75
1.68619417735e-10	21.9779421445	0.21948	2.7	438.666656
1.98683886438e-10	21.9255807621	0.21948	2.75	457.583344
2.44825315625e-10	21.8757792167	0.21948	2.8	476.5
2.99292370936e-10	21.8285242962	0.21948	3.033333	495.416656
1.98509924187e-09	22.5	0.19012	3.266667	514.333313
4.6894536085e-10	22.4559954014	0.19012	3.5	533.25
9.26052473067e-10	22.4154535155	0.19012	3.733333	552.166687
1.8409252067e-09	22.3783564767	0.19012	3.966667	571.083313
2.68638582152e-09	22.3446865086	0.19012	4.2	590.0
3.26849287864e-09	22.3144259287	0.19012	4.433333	599.25
3.56446735418e-09	22.2865189422	0.19012	4.666667	608.5
3.63350942814e-09	22.2609534095	0.19012	4.9	617.75
3.55065416953e-09	22.2377172433	0.19012	5.133333	627.0
3.37775552739e-09	22.2167984239	0.19012	5.366667	636.25
3.16013356401e-09	22.1981849989	0.19012	5.6	645.5
2.93128830284e-09	22.1818650672	0.19012	5.641667	654.75
1.38328595371e-10	22.500004	0.1678	5.683333	664.0
3.35939569597e-11	22.4845435778	0.1678	5.725	673.25
6.17111077757e-11	22.4703713829	0.1678	5.766667	682.5
1.14635072009e-10	22.4574807684	0.1678	5.808333	691.75
